Cross Lingual Text;Sentiment;
@Nandi Parthasarathi ille gotta aagta ide ninu yestu urkondu sattidiya anta yenro nimma same balegarna type nayi padu 🤣🤣🤣;Negative;
Super songs from;unknown_state;
Yenge nivu.... Kalru nivu;Mixed_feelings;
@TROLL MONSTER_KANNADA nD boob's beleyodanna nodi urakotidaranDagar fan namma BØSS beleyodanna nodi nimm gandu darshan ne urakondiddu......;Negative;
Jai D ಬಾಸ್;Positive;
ಈ ಹಾಡಿಗೆ ನನ್ನ ಕಡೆಯಿಂದ hands of;unknown_state;
@Entertainment Gaming ನಿಮ್ಮ ನಂಬಿಕೆಗಳು;unknown_state;
Ur Insta I'd name bro;Positive;
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ;Positive;
ಯುದ್ಧ ಮಾಡಬೇಕು...  ಓದಬಾರದು.. ಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ;Mixed_feelings;
ನೀನು ಅವನೇ ಅಂತ nನಾವು ನಂಬ್ತಿವಿ ..nಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರದವನು ..nಶ್ರೀಮನ್ನಾರಾಯಣ;Positive;
Ella kannada abhimanigalu kelebekada hasya chataki;Positive;
Vivek G side ge hogro nim;Negative;
Hi Dia Team;not-Kannada;
Super guru;Positive;
Sathyavaglu movie maatra ulty;Positive;
ban tik tok;Positive;
Girija Shivanada hi;not-Kannada;
38 M;not-Kannada;
Idu nijvaaglu cinema na illa sum sumne naa ? 🤔;Mixed_feelings;
ಒಳ್ಳೆತನಕೆ ಜಯ ಸಿಗುತ್ತೆ;Positive;
Super vice kanree nimdu;Positive;
Guru en helde guru suuuuper nE China deshdorge huttiro Nan maklu nodire jamun juice agigirutte pakka guru nin voice dialogue keltidre keltane irbeku anstide guru ..... But suuuuuuuuuper;Positive;
ONDU LIKES ELLA;unknown_state;
Super song 100%;not-Kannada;
Bro super;not-Kannada;
Pls in hindi;not-Kannada;
@Sharath T urkondu sayri sulemakalla 1 year 3 blockbuster BOSS;Negative;
ಸರಿ ಇದೆ ಅಣ್ಣ;Positive;
ಈ ಚಿತ್ರದಲ್ಲಿ ನಟಿಸಿರುವ ಎಂ.ಕೆ. ಮಠ ಅದ್ಭುತ ನಟ. ರಂಗಭೂಮಿ ಹಿನ್ನೆಲೆ ಇರುವವರು. ಬಹುಭಾಷಾ ನಟ. ತಮಗೆ ಸಿಕ್ಕ ಕ್ಯಾರೆಕ್ಟರ್ ಗೆ ಪರಕಾಯ ಪ್ರವೇಶ ಮೂಲಕ ನ್ಯಾಯ ಒದಗಿಸುತ್ತಾರೆ. Love you ಮಠ ಸರ್;Positive;
@Nandi Parthasarathi ನಂದಿನಿ 1 ಲೀಟರ್ ಹಾಲು ಕೊಡಿ plz;Negative;
@Kiccha Vitthal papa bidu guru amele athbitre kashta attar flop ago movie ge support madtavre;Positive;
But olle cinima gedde gellutte... ASN  🤘;Positive;
ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಅವರು ಕ್ಲಾಸ್ ಗಿಂತ ಮಾಸ್ ಸೂಪರ್ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ;Positive;
Yes sang ok sang;Negative;
Sooper maga 🤗 u r a true Indian;Positive;
Rashmika mandannage madadang aytu;Negative;
ಟಿಕ್ ಟಾಕ್ ಅಲ್ಲಿ ಸಾಂಗ್ ಕೇಳಿರೋರ್ ಲೈಕ್ ಮಾಡಿ;Positive;
ಸರ್ ತಂದೆಗೆ ತಕ್ಕ ಮಗ ಸರ್ ನೀವು ಯಾವುದೇ ಆಶದಾಯಕವಾದಿ ಅವಕಾಶವಾದಿಯು ಅಲ್ಲ  ನಿಮ್ಮ ತಂದೆಯವರ ಆದರ್ಶಗಳಿಂದ ನನ್ನಂತಹ ಕೊಟ್ಯಾಂತರ ಜನ ಬದುಕು ಕಟ್ಟಿ ಸತ್ಯ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯುತ್ತಾರೆ ನಿಮಗೆ ಅನಂತ ಕೋಟಿ ಧನ್ಯವಾದಗಳು;Positive;
Raktha rathri yakshagana nodi maryare;unknown_state;
Adu nambike ashte;Negative;
Anna nim e vedio nodinu mathe chaina apps use madidre...nijakku avru maryade  swabhiman ildoru bharatha dalli irbardu ....antavrnella nimhange maryade thegibeku.....;Negative;
ಕನ್ನಡದ ಒಂದು ಅದ್ಭುತ ಸಿನಿಮಾ ದಿಯಾnತುಂಬಾ ದಿನದಿಂದ ಈ ಚಿತ್ರದ ಬಗ್ಗೆ ಕೇಳುತ್ತಿದ್ದೆ ಆದರೆ ಇವತ್ತು ನೋಡದೆ.nಆಹಾ... ಹೇಗ ಆ ನಿದೇ೯ಶಕನನ್ನು  ಹಾಗೂ ಚಿತ್ರದ ಪ್ರಮುಖ ಪಾತ್ರಗಳನ್ನ ವಣ೯ನೆ ಮಾಡಬೇಕು ಅಂತಾ ಗೊತ್ತಾಗತ್ತಿಲ್ಲ .nಯಾವುದೇ ಅಬ್ಬರವಿಲ್ಲ;Positive;
@Syed Akbar hello srk athava salman khan fan... Ninge race 3 ne sari... nnnnSuper story alvaa race 3;Negative;
Neva ado game nema;Positive;
ಧನ್ಯವಾದಗಳು ಸ್ನೇಹಿತರೆ ನೀವು ಪುರಾಣದಲ್ಲಿ ಬರುವ  ಯಲ್ಲರಿಗೂ ಬಹುವಚನ ದಿಂದ ಮಾತಾಡ್ತಿರ ಧನ್ಯವಾದಗಳು ಸ್ನೇಹಿತರೆ;Positive;
Bindhu gowda ge sariagi madidera;Negative;
Next shankar nag boss;unknown_state;
Such a nice bro;not-Kannada;
ಬ್ರೋ ಸೂಪರ್ ಆಗಿ til tokersನ roast ಮಾಡ್ತಿರ til tok maadorella ಶ್ಯಾ ಟ ಗಳು;Negative;
ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಸಾರ್;Positive;
Prithvi amber u r superb acter;Positive;
Super video madiddira;Positive;
Sir pakka news edhu prradhana manthrri  modhe noddbeku ashtty sir...;Positive;
ha ha ha ha;unknown_state;
En guru edu song super;Positive;
Super Kannada  song  mach nanu avane   Kannada;Positive;
ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲೇಂದು ಕಿಚ್ಚಾ ಬಾಸ್ ಪ್ಯಾನ್ಸ್ ವತಿಯಿಂದ ಹಾರ್ದಿಕ ಶುಭಾಶಯಗಳು;Positive;
RAKSHIT SHETTY WE LOVE YOU SO MUCH;not-Kannada;
ಹೊಲಸ ರಾಜಕಿಯ ದಿಂದ ನಮ್ಮ ದೆಶ ಅದಕ್ಕೆ ಹಿಂದ ಉಳಿದಿದೆ;Positive;
Prajakeeyada bagge videos madi please;Mixed_feelings;
@Sudeep K N;not-Kannada;
Darshan  abimanikade enda koda best of luck;Positive;
God bless you sir.;not-Kannada;
Super bgm masth ....;not-Kannada;
E film nodi yaraige Shankaranag Avaru Nenapu Agidre Like madi....... nNanganthu Rakshith Ne Namma Next Shakarnag Ansittu;Positive;
Innu enta avrige hege helbeku anna desha anta bandaga ellaru ki jodisbeku enta avrige nam deshada sinikaru prana kodbeka adike kendra sarkara ne  e tik  tok  ban madbeku;Positive;
@TROLL MONSTER_KANNADA guru Bari mathadak aste yav sule makligu munde bandu mathadastu dhum Ella BOSS always King;Positive;
Amar prasaad sir nam deshadalli chaina kinta  talehidukaru jassti edare gotta nam desha en kammi ella eslamikarana maadodaralli chaina kinta kammi ella nam deshadalli jana nammanna aa devastanakke sersilla ee devastanakke serlilla annoru chaina kinta kammi ella 100 ralli 35 % marks tagondru avrige meesalatiyalli kelsa tagolloru en chaina kinta kammi ella.nodona  chainadalli estodu savalattu torsi nodona.;Negative;
ಸೂಪರ್ ಗುರೂ ಯೆನ್  ಸ್ವರ ಗುರೂ ನಿಂದು   Iam u r big fan  ur thinking  bro;Positive;
@Nandi Parthasarathi kurukshethra Hindi version relies madoke helu first dubbing madi yak waste madthira;Positive;
Even I had Same feelings..!;not-Kannada;
Hindi illa Andre 300 crore agodu dream ashte;Positive;
ನಾವೇ thukali stars ಅಂತ ಟಿಕ್ tak maritha idru ಕೆಲ sade ಗಳು ivaga ಮನೇಲಿ ಮುಸುರೆ ತಿಕ್ಕಿ baddetava;Negative;
I like it;not-Kannada;
Creative kannadiga ur super  n tiktok  users ge nive correct;Positive;
Hands up ‍‍‍;unknown_state;
@naveen v kudlu elladidre nindu tegedu kodu bvc ninna luccjanige handidu maasa kodu modalu baavali chalpat Singh side actor🤣🤣;Negative;
ನನ್ನ ಪ್ರಕಾರ ಈ ಟೆಲಿಗ್ರಾಂ ಅನ್ನೋ ಆಪ್ ನಲ್ಲಿ ಎಲ್ಲ ಸಿನಿಮಾಗಳ ಲಿಂಕ್ ಹಾಗೂ Hd ಸಿನಿಮಾಗಳು ಸಿಗುತ್ತಿವೆ ಇದನ್ನೂ ನಿಲ್ಲಿಸಿದರೆ ನಿಜವಾಗಿಯೂ ಎಲ್ಲ ಕನ್ನಡ ಸಿನಿಮಾಗಳು ಹಾಗೂ ಬೇರೆ ಸಿನಿಮಾಗಳು ಕೂಡಾ ಬೆಳೆಯುತ್ತದೆ ನನ್ನ ಸ್ನೇಹಿತರು ಕೂಡಾ ಇದೆ ತರಹ ನಿಮ್ಮ ಸಿನಿಮಾ ನೋಡಿದ್ದಾರೆ ಹಾಗೂ ಅವರು ಕೂಡಾ ಬೇರೆ ಅವರಿಗೆ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಇದೆ ನೋಡಿ ಅಂತ ಮೊಬೈಲ್ ಅಲ್ಲಿ ಕಳುಸ್ತಾ ಇದ್ದರೆ ಇದು ನನಗೆ ತುಂಬಾ ಬೇಜಾರಾಗಿದೆ ಆದರೆ ದಿಯಾ ಸಿನೆಮಾ ತುಂಬಾ ಅಂದ್ರೆ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಇದೆ ನನ್ನ ಕಣ್ಣಲಿ ನೀರು ತುಂಬಿದ್ದು ನಿಜ ಅದೀ  ಪಾತ್ರ ಹಾಗೂ ದಿಯಾ ಪಾತ್ರ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮೂಡಿ ಬಂದಿದೆ ನನ್ ಮಾತಾಡಿದ್ದು ಸರಿ ಎನಿಸಿದರೆ ಕಮೆಂಟ್ ಮಾಡಿ ಧನ್ಯವಾದಗಳು;Mixed_feelings;
ರಶ್ಮಿಕ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಬೆಳವಣಿಗೆ ನೋಡಿ ?;unknown_state;
Ee song ond hava start madutee ansidrey like madi;Positive;
@Poojari Avinash bere language movies na beggers thara nodo kachda janagal irovargu Kannada movies ge bele iralla bro;Negative;
ಕನ್ನಡ ಒಂದೇ ಭಾಷೆಯಲ್ಲಿ ಬಕೆಟ್ದು ಕೆಜಿಎಫ್ ರಿಲೀಸ್ ಮಾಡಿದ್ರೆ 100 ಕೋಟಿ ಅಂತ ಪುಂಗಿಸೋಕೆ ಆಗಲ್ಲ ಅಂತ ಪಾನ್ ಇಂಡಿಯಾ ಅಂತ ಮಾಡಿದ್ರು ಹಾಗೆ ಕನ್ನಡ ಒಂದೇ ಭಾಷೆಯಲ್ಲಿ ರಿಲೀಸ್ ಮಾಡಿದ್ರೆ ಪ್ಲಾಪ್ ಆದ್ರೆ ಹಿಟ್ ಅಂತ ಹೇಳ್ಸೋಕೆ ಆಗಲ್ಲ ಅಂತ ಪಾನ್ ಇಂಡಿಯಾ ಮಾಡಿ 250 ಕೋಟಿ ಅಂತ ಪುಂಗಿ ಬಿಟ್ರು ಆದ್ರೆ ಬಕೆಟ್ ಮೂವಿ ಬಡ್ಜೆಟ್ ಏರಿಲ್ಲ ರೆಮ್ಯುನೆರೆಷನ್ ಏರಿಲ್ಲ ಈಗ ಅದೇ ಬಕೆಟ್ ಫಾರ್ಮುಲಾ ರಕ್ಷಿತ್ ಹಿಡಿತವ್ನೆ ಆದ್ರೆ ಈ ಮಂಗ ಮುಂಡೇವು ಏನೇ ಸರ್ಕಸ್ ಮಾಡಿದ್ರು ಪುಂಗಿ ಬಿಟ್ರು ಪ್ರೊಡ್ಯುಸರ್ ಯಾವನ್ ಇವ್ರು ಹತ್ತಿರ ಬರಲ್ಲ ಬಿಡ್ರೋ ಅದೇ ಲೋ ಬಡ್ಜೆಟ್ ಪ್ರೊಡ್ಯುಸರ್ ಬರ್ಬೇಕು ಅಷ್ಟೇ;Positive;
Music is unique;not-Kannada;
Nija na 🤔🤔🤔;unknown_state;
Number 1 song;Positive;
ಖಂಡಿತ ಮಾಡ್ತಿನಿ bro;unknown_state;
TikTok nan shata;Negative;
Songs are not needed;Mixed_feelings;
Our Kannada Song On 1Trending Again;Positive;
manju uppar jk;not-Kannada;
Nice bro;not-Kannada;
ಗುರುಗಳೇ  ನನ್ನ ಹೆಸರು ಗವೀಶ್  ಕೊಪ್ಪಳ.nನಾನು ಚಿಕ್ಕವನಿದ್ದಾಗ ತೊಗರಿ ತಿಪ್ಪನ ಕಥೆಯನ್ನು  ಕೇಳಿದ್ದೆ;Positive;
Super from kolar;not-Kannada;
Ena kachadagolo nivu istella adru tik tok bidalla antirallo nivella nam indea davara tu nima janmakke.;Negative;
Nivu great sir swabhimani sir Ella namma preethiya geleyaru hege yara;Positive;
Super super super mahithi;Positive;
NAMMA modala web series;Positive;
ಅವನೇ ಮುಂದಿನ ಇತಿಹಾಸ ರಚಿಸುವವನು nಅವನೇ ಶ್ರೀ ಮನ್ನಾರಾಯಣ;Positive;
Shankar sir moulyayutha nudigalu;unknown_state;
Film koda e hadin Tara slow poison;Negative;
ಸಕ್ಕತ್ creatviity ಮ್ಯೂಸಿಕ್;Positive;
Views tumba kadime ide.;Negative;
Balepete badrushyana ()🤣🤣;unknown_state;
Drivergalu yavttidru king  proud of my job;Positive;
@Madhu Madhu thanks bro;unknown_state;
Henu guru songs;unknown_state;
3 days ಇಂದ ನಂ 1 ಟ್ರೆಂಡಿಂಗ್ ಲ್ಲಿ ಇದೆ.ಅದು ಹೇಗೆ ಬರಿ 1.5 m views ತೊರಸ್ತಿದೆ.;Negative;
est movie li ede tara ede  same scenes.;Negative;
Super danger #1;Mixed_feelings;
Haageye e onedu shikariya kathege nannadondu like erlapa;Positive;
Jai D Boss;Positive;
Sar nanu nemma thandhe Abimani          Sar good luck;Positive;
Tippa andra tippa Togari Tippa;unknown_state;
ಸಾರ್nಸಾವಿರ ರಾಜಕೀಯ ಪಕ್ಷ ಕಾಂಗ್ರೆಸ್ ಬಿಟ್ರೆ ಬೇರೆ ರಾಜಕೀಯ ಪಕ್ಷದ ಅಜೆಂಡಾ ಏನು?nಅಧಿಕಾರಕ್ಕೆ ಬಂದ ಮೇಲೆ ಸಾಧನೆ ಏನು?nಆದ್ರೂ ಅಜೆಂಡ್ ಇಲ್ಲದ ಪಕ್ಷ  ಗಳ ನ್ನೂn1947 ರಿಂದ ಬೆಂಬಲಿಸಿ ದ್ದಿವಿ!nಕಳೇದ 4;Negative;
Ohh my God🤟🤟;not-Kannada;
Dislike madidavar rashmika fans irbek;Negative;
@Nandi Parthasarathi ಷಂಡ;Mixed_feelings;
@Usha Rao modlu caste system hogbeku inter caste marriage hecchige agbeku...yavag caste hogutto avage reservation hogutte..ella kade nim caste yavudu anta kelore hecchidare..bekabitti illi yaru tinutilla adu hakkide...ella 75%india du property obbare caste hattir ide adu tamugu gottu.;Negative;
Song super step ennu super;Positive;
Rakshit Shettre... adbhuta kannada pada balike..devara haage bandu kannada chitrarangavannu badukisuttiddiri..;Mixed_feelings;
@Kumara Kantirava sari nodu;unknown_state;
NIV helthiro Hela Mathu 100% sathya Anna;Positive;
ಉಡುಪಿ ಜನತೆ ಒಂದು ಲೈಕ್ ಮಾಡಿ;unknown_state;
super dancenAnd alsonJai Vijaya prakesh;unknown_state;
ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಚಿತ್ರಕ್ಕೆ ಶುಭವಾಗಲಿ;Positive;
ಸೂಪರ್ u r a carrect;Positive;
ಮಸ್ತ್ ಇದೆ ಗುರೂ;Positive;
This year watch ondu shikariya kathe;unknown_state;
ನಿಮ್ಮ ತಂದೆ ಸಾಕಷ್ಟು ದುಡ್ಡು ಮಾಡಿದ್ರು ಆದ್ರೆ ಬೇಡಿದರು ಕೆಲಸಗಳ ಅನಕ್ಷ ಕವಾಗಿ ಖರ್ಚು ಮಾಡಿ ಸೋಕಿ ಮಾಡಿ ದುಡ್ಡೆಲ್ಲಾ ನಾಲ್ ಮಾಡಿದ್ದೀರಾ;Negative;
Nija heliddiya guru.nEvr mane yaradru bordernalli sattidre gottagodu.;Negative;
Hindi mai karo plz;not-Kannada;
Naanu kooda join aagthini;unknown_state;
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ;Positive;
Jana gali modlu Mitron Indian app bandide adanna use madbeku chaina app na modlu delete  mad beku.;Negative;
Views nodi ne gottagatte promotion sari aagilla anta. Pan India movie idu. Please innu promotion beku. Saakagta illa.;Negative;
Hidden detail in  trailer of Avane Srimanarayana....n;Mixed_feelings;
Pakk plap movi;Negative;
Hela Kannada people please go and watch the movieee avana Sri man Narayana Kannada cinema nodi 🤗Kannada jai Karnataka mathee;Positive;
Nyc trailer praju;not-Kannada;
Anjali Devi z;not-Kannada;
Ending nalli looti heg sikthu avnge.. movie nalli thorsode illa ..;Negative;
Anjali Devi Hi;not-Kannada;
D Boss fans ಕಡೆಯಿಂದ ಆಲ್ di best;Positive;
idu charitre srushtiso avatara...rakshith shetty fans like here;Positive;
Super video bro;Positive;
First adu yava app anta tilkolo g m n;Negative;
ಈ ಎಲ್ಲ ಅಂಶಗಳನ್ನು ಗಮನಿಸಿದರೆ ನಮ್ ದೇಶದಲ್ಲಿಯೂ ಸಾರ್ವಭೌಮತ್ವ ಇರಬೇಕಿತ್ತು ಅನ್ಸುತ್ತೆ.;Positive;
@Ashwini CP pls movie nodi. Ondu olle movie na mis madkolbedi.;Positive;
Salute to you sir;not-Kannada;
Movie dekh li kya;not-Kannada;
last nalli spoon na eseyodu  pakka kudure krishna (rishabshetty sir);Positive;
Full movie up load me sir;Positive;
@AJITH S SHETTY nanu karthik shetty manglurininda;unknown_state;
Rashmika elliddeyakka🤣🥀nnnRakshith Shetty rockzzzzzzz;Positive;
WhatsApp Mumbai Bazar group;not-Kannada;
Jai D Boss;Positive;
Those 1.3k dislikes are seems to be fan of rashmika;Negative;
ಜೀವನ ಬಹಳ ಚೆನ್ನಾಗಿ ಅರ್ಥ ಮಾಡಿಕೊಂಡಿದ್ದೀರ ಬಹಳ ಸರಳ ಜೀವಿ;Positive;
ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆ ಇಂದ...... Best wishes🤗;Positive;
ನೈಸ್ ಚಿತ್ರ ಅವನೇ ಶ್ರೀ ಮಾನ್ ನಾರಾಯಣ........ ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.......;Positive;
Vp super voice;unknown_state;
Anna game yavudu anna adu;Mixed_feelings;
Spr bro...;not-Kannada;
@Kirankumarkk Gowda muchole sakku dengbeka bagsi;Negative;
ಸೂಪರ್ ಟ್ರೈಲರ್nಇಂಟರೆಸ್ಟಿಂಗ್ ಟ್ರೈಲರ್;Positive;
ವಿಜಯ್ ಪ್ರಕಾಶ್ ಅವರ ಧ್ವನಿ ಈ ಹಾಡಿಗೆ ಹೊಂದುತ್ತಿಲ್ಲ;Negative;
@AMEET M q;unknown_state;
Ban tik tok;not-Kannada;
Yen dialog hoditiya guru super;Positive;
Nivella aa Udyonmukhi Rajakarani kadeyavara;Mixed_feelings;
Trending No1... Asn song....nಮಂತ್ರ ಮುಗ್ಧಗೊಳಿಸೋ ಗೀತೆ.... ಕೇಳ್ತಾ ಕೇಳ್ತಾ...ಮತ್ತೇರಿಸೋ.....ಹಾಡು...;Positive;
ansodenu avrdu love merrid soo life ali obrigobru arta madkondu nambke na beliskondu prethina uliskondu... chanagiri;Positive;
Re release madi pakka node nodthare... Evaga yav theater allu ella nodoke. Movie tumba chennagide;Positive;
dandega takka maga sirnjhevana annodu hege anta thorise kottavru neu sirnyellanhayaka natarante sokeman nevalla sir;Mixed_feelings;
Rakshit shetty;not-Kannada;
ಮಗ ನಿನ್ ಪ್ರಾಸಬದ್ಧ ನಿರೂಪಣೆ ಗೆ ಫಿದಾ ಆಗೋದೇ new subscribe ಮಗ ಸುಪರ್ಬ್;Positive;
ದೃಷ್ಟಿ ನನ್ನೋಬ್ಬನ ಮೇಲಿಡಿ ತಪ್ಪದು ನಿಜ ಮನರಂಜನೆ film nodo munchene ee song ista adavaru like madi;Positive;
Super bro nim vioce ale ede desha Prema full enjoy video super;Positive;
Super sir nivu nigavgllu nivu igienanLove fellore hudegiriegi supirthie sir;Positive;
🥰 spr song 🤘🤘🤘🧡🥰🤫🤫;Positive;
Super Film sir account number kodi amount hakabeku nijavgalu;Positive;
ಚೆರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ ಯಾಕಂದ್ರೆ 5ನೇ ದಿನನೂ Trending No.1ನಲ್ಲಿದೆ;Positive;
mohan R gowda v;unknown_state;
#ASN chitrakke olle dagli song atu adbuta reethili moodi bandide...;Positive;
ಈ ಕಥೆಯ ಮೂಲಕ ಸಂಸಾರ ಮಾಡೋಕೆ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ. ಸಂಸ್ಕಾರ ಬಹಳ ಮೂಖ್ಯ ರಿ;Positive;
Vijaya prakash voice;unknown_state;
I like u aadhi;Positive;
ಗುರು ನಿನ್ನ ಪಾದ ಝೆರಾಕ್ಸ್ ಮಾಡಿ ಕೊಟ್ಟ ಬಿಡಪ್ಪ;Positive;
ದರ್ಶನ್ ಸರ್ ಇಂಥವರಿಗೆ ಸಹಾಯಬೇಡ ದಾರಿದೋರಿಸಿ ಪ್ಲೀಸ್;Mixed_feelings;
@Wild Rex ಕಟ್ಟಬೇಕು bronಖಂಡಿತಾ ಕಟ್ಟುತ್ತೆ  bro;Mixed_feelings;
@prithvi nayak ನಿಮ್ಮ ಅವ್ವುನ್ ಹತ್ರಾ ಹೋಗು ಕೊಡ್ತಾಳೆ ತಿಕಾ ನಾ;Negative;
ಸಾಹಿತ್ಯ ಬಹಳ ಸೊಗಸಗಿದೆ ಇದು ಕನ್ನಡದ ಹಾಡು;Positive;
ನಾವು ವಿಶ್ವ ಗುರುಗಳು ...🤣;Positive;
Prithvi swalpa  otte kadme maadkoli ...you look good as well you need it as an actor...;Negative;
Nice sir rakshit shettya;Positive;
Vijay praksh super voice;not-Kannada;
@Basvaraj Swamy BASVA Seamy to;not-Kannada;
Last nalli  heldalla guru superr;Positive;
Wait madappa ...;Mixed_feelings;
@Mahesh 13 1- Rajkumar chitragalanu naanu nodidheeni. Haadu ishta pattidheeni. Adhrey avara haadey best antha illaa.nn2- Songs music composing aaa? Ilayaraja goththaa? Shankar Ganesh goththaa? Haris Jayaraj goththaa? AR Rahman? Santhosh Narayanan? MS Viswanathan? Deva? Ivarella Rajkumar illadhe yeshtu hit songs kottidhaare goththaa Kannada dhalli? nShankar Ganesh thagolli. Average music director. Avara Kannada songs tune aagley bayankara craze - Karunaada Thaayi Sadha chinmayee;Negative;
@Manohar Hiremath neen full urkondidiya bido;Negative;
Now karabu is most liked song;unknown_state;
ಸೂಪರ್  ಡಿ ಬೋಸ್ಸ್ fan;Positive;
Bro yav ooru nivu;unknown_state;
@Its Paramatma lo Gaandu Suvvar sumne iru...neen heldidh takshana nan opinion change agalla...;Negative;
ಸೂಪರ್  ಲಿರಿಕ್ಸ್;Positive;
ಈ ಚಲನಚಿತ್ರಕ್ಕಾಗಿ ಎಷ್ಟು ಜನರು ಕಾಯುತ್ತಿದ್ದಾರೆ nLike madi nodana;Positive;
Spuerrrrrrrrr  songs;Positive;
ಕೇಳಿ ಕಾದಿರುವ ಬಾಂಧವರೇnnಭುವಿಯಲ್ಲಿ ಅವನ ಅರಿತವರೆnnಯಾರಿಲ್ಲ ಬಿಡಿ;Negative;
Alok Khr Nikhil Annan acting ge kodtare;Negative;
200 ne like nande;unknown_state;
Siri song bro;Mixed_feelings;
ಮ್ಯೂಸಿಕ್ ಡೈರೆಕ್ಟರ್ ಗೆ ಒಂದು ದೊಡ್ಡ ಸಲಾಂ ಯಾವುದೋ ಲೋಕಕ್ಕೆ ಹೋಗಿ ಬಂದಂಗಾಯ್ತು.. ನಿಜಕ್ಕೂ ಸಂಗೀತ ಮಾಂತ್ರಿಕ ಅಂದ್ರೆ ಇವ್ರರೆ;Positive;
I have listened 1st time ok ok;Mixed_feelings;
E film kgf level ig erbhodu annoru like maadi adunnu meersbhodu annoru comment maadi ...;Positive;
Yes true lines;not-Kannada;
Good jod broo;not-Kannada;
ಸೂಪರ್ ಬಾಸ್ ಅದ್ಭುತ ಒಳ್ಳೆ ಟ್ಯಾಲೆಂಟ್ ಇದೆ ನಿಮ್ಮಲ್ಲಿ;Positive;
Vaidyo narayano Hari;unknown_state;
looks promising;not-Kannada;
Full havli idona bidi bro kannadigaru navinnu idivavala;Positive;
ಚಮಯ್ಯ ಮೇಸ್ಟ್ರು ಅವರ ಆಶೀರ್ವಾದ ಯಾವಾಗಲೂ ಇರುತ್ತೆ ನಿಮ್ಮಲ್ಲಿ ಸ್ವಾಭಿಮಾನ ಇದೆ ಆಗು ನಿಮ್ಮಲ್ಲಿ ಒಂದು ಛಲ ಇದೆ;Positive;
Rama Rama tusu daksha vrutha jaaripa;not-Kannada;
Mastu mastu... Idu Idu bekagirodu...;Positive;
Aadu nane broo... Soul naa Replacement maddee... Bere body gee.. Antha aansthidee;Mixed_feelings;
Nija guru ..... Aa takattu nam industry Alli yargu Ella....;Positive;
#Vp Sir Super singing;not-Kannada;
Super drama;not-Kannada;
Sir nim movie nodi nimge thumba ista aytu adre ondu bejaru agtide nNim movie song innu 2 songs release madiri please;Positive;
Bari olu nan makla;Negative;
ಹಿಂದಿ song innu yake relise agilla;Positive;
@manju c hha;unknown_state;
Iam your fan;Positive;
Yaka anna difference madtira AAPA AAPANE MAGA MAGANE BOTH ARE GOOD NLY;Negative;
Namma Rajyada young entrepreneur ge support maadi.;Positive;
Hindi Yalli Distribution madore illa ouda;Negative;
@akshay kumar Guru nan movie na first week theater nalli nodde I liked movie and referred my friends to see movie ಯಾರು ನೋಡಲಿಲ್ಲ ಅಂಥ ಅಂದ್ರೆ ನಾನ್ ನೋಡಿಲ್ಲ ಪ್ರೋತ್ಸಾಹ ಕೊಟಿಲ್ಲ ಅಂಥ ಅಲ್ಲ ದಯವಿಟ್ಟು ನೋಡ್ಕೊಂಡ್ ಮಾತಾಡಿ ನಮ್ಗೂ mathadokke ಬರುತೆ;Mixed_feelings;
@Raja Vishnuvardhana ningen problem guru;Negative;
@Sathish Soorgoli namdhu kolar guru;Mixed_feelings;
Nanu iga bekantale ...alisoke bande shakuntale ....mis u poo;Mixed_feelings;
Love u boss;not-Kannada;
Yava game name;Mixed_feelings;
abba en song Superrr;Positive;
For Bollywood;not-Kannada;
Dislike madid gandu inondsala keli;Negative;
Movie nija chanagila guru;Negative;
@Harshan Maddy  kannada kke  nimma importance idre kushi ne;Positive;
Super bro i am so happy;Mixed_feelings;
@jagadish g dambal;unknown_state;
Hindi me kb realise hogi?;not-Kannada;
